Sighted date,Sighted Date (Date Format),Reported date,Reported Date (Date Format),Location,State in USA,US State,Country,Region,Shape,Duration,Duration Extract Num,Duration in Seconds,Visibility Duration,Description
20100701,7/1/2010,20100701,7/1/2010, Newmarket (Canada), ON,ON,Canada,#N/A, fireball,2 minutes,2,120,short,"This low flying object emitted no sound but lots of orangey, fire ball like light.We saw a very low flying orangey object that emitted absolutely no sound, but lots of light.  The speed was not very fast, but there was a very large orange aura around the flying object.  There were no pulsating lights of any colour ruling out the factor of a conventional aircraft.We went out into the street for a clear view of the object.  I had two trees as a frame of reference for how this object was moving.  I stood very still, and found that the object was moving slightly side to side between trees which, was very strange to observe.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))}"
20100704,7/4/2010,20100707,7/7/2010, Seymour, IN,IN,USA,Midwest, sphere,severl minutes,#VALUE!,#VALUE!,#VALUE!,"One and  two, quiet, red/orange glowing objects in the sky on 4th of July about 9:45 to 10pm, on the way home and after I got home.On the way home going north on Burkhart Road in Seymour, IN, nearing Aisin factory I saw a glowing orange/red  object  drifting across the sky.  It made no noise.  This was myself and my husband.We turned onto our street of Darcis Drive and parked the car, and stood in the front yard and the neighbor came over to watch fireworks with us.  There were 2 objects in the sky slowly moving north.  Again they were quiet.  We stood there and watched and after a few minutes they were out of sight.}"
20100710,7/10/2010,20100711,7/11/2010, London (UK/England),INT,INT,UK,#N/A, light,30 sec,30,30,very short,"Fast moving orange light in sky, three burners.A stationary sodium orange light  in sky was observed in sky about 10 deg above horizon from N51.46998 W000.24589 in SW direction.  Object appeared to have three burners.Object then moved fast over a period of about 20 seconds to a position about 85 - 90 deg above position.  It appeared to fade out in last few seconds.Altitude of object is unknown but subjectively seemed to rise in its path from low to high altitude.}"
20100628,6/28/2010,20100630,6/30/2010, Columbus, IN,IN,USA,Midwest, cigar,5-10 Mins,#VALUE!,#VALUE!,#VALUE!,"Chrome Blimp, miles in the air, travels halfway across horizon at same speed before beginning to emit a disturbing chemtrail.After stepping out of Fairoaks Mall in Columbus, IN around 7:00 p.m. I noticed what I first thought was a BLIMP, only MILES higher than any blimp I&apos;ve ever seen before. I began to watch it as it traveled across the sky very slowly.  It was low for a jet or commercial plane, but still much higher than any blimp you would normally see.  I began to think maybe it was a weather balloon of some type, but eventually decided that since it was traveling on such a direct path that it must be some sort of vehicle with an engine.  I was first surprised by the fact of a blimp so high in the air at first, but what really surprised me was what happened after it had traveled halfway across the sky.  It was traveling at the same speed, never stopped or slowed or sped up, yet when it had traveled roughly halfway across the horizon it spat out a huge chunk of white &quot;smoke&quot;.  Then about 3-5 seconds later it spit out another hunk of what I thought was smoke.  Now there were 2 dashes ! of smoke across the sky coming from what I thought was a blimp.  My second witness also witnessed these puffs of smoke.  However, seconds after these two puffs were spat out, it began to emit a CONSTANT trail of this smoke like substance, just like your typical Chemtrail (or Contrail, I suppose).  After traveling at the same speed completely across the horizon, this Blimp (which looked like a cigar covered in Aluminum foil) just SUDDENLY, out of nowhere without changing a thing in trajectory, speed, or altitude, began to omit a chemtrail. It literally looked like a giant crop-dusting blimp, miles in the air.  The thought of it made us feel extremely eerie and upset for the remainder of the day.}"
20100722,7/22/2010,20100723,7/23/2010, Emerald Isle, NC,NC,USA,South, circle,45 minutes,45,2700,very long,"4 red/amber lights seen 4 times in 45 minutes- no sound, circular shape- clear night.Sitting out on the deck overlooking the ocean in the 6800 block of Ocean Drive on Emerald Isle.  Almost full moon and clear night- little clouds in the sky.  Looked up with my daughter and asked her if she saw the lights and she agreed- we saw 3 red/amber lights in a row, no sound coming from them, maybe a flicker, but not blinking- then one by one they went out- in a row.  About 10 minutes later I  saw them in about the same position in the sky and they appeared to come on one by one and then go out one by one- a total of 3 lights.  Again, no sound, no continued blinking like a helicopter or a plane would make- silent.  I called my family outside- 4 more adults and 6 more kids.  In about 10 minutes we again saw the row of red/amber lights- 4 lights this time come on in silence and then go out- my dad said&quot; well that was a circular shape&quot;.  Everyone started screaming and was very excited.  10 minutes later we saw it for the final time a little bit further no! rth or to our left.  Caught it on  video film this time- same amber lights- no blinking, just on and then off, one at a time.  Everyone agreed it was not an aircraft, flare or fireworks- no smoke, no sound, no &quot;falling flames&quot;- just the lights in the sky.  Stayed outside for another 30 minutes and didn&apos;t see them any more.  Will have to submit video when we get home and I have time to download it.}"
20100709,7/9/2010,20100710,7/10/2010, Winnebago, NE,NE,USA,Midwest, cross,2 minutes,2,120,short,"Bright white shaped cross moving east then upMe and my girlfriend were getting out of the car at about 10:30pm when I got out I looked up and out toward the eastern sky,and I noticed what looked like a a star in the shape of a cross ,about a little brighter than the north star. I told my girlfriend to look at it and she said is that an airplane, I told her it didn&apos;t have any of the flashing marker lights.We kept watching it move toward the east at a slow rate of speed .Then it seemed to stop and what appeared to start to move away and toward the outer sky and slowly fade away.}"
20100720,7/20/2010,20100720,7/20/2010, Rocklin, CA,CA,USA,West, rectangle,20-30 seconds,20,20,very short,"Rotating, dark gray, rectangles I saw during the DAY!This morning at 9:03 AM, I saw in the bright, blue sky, what appeared to be a dark gray rectangle flying across the eastern sky.  It was faintly dark gray and was spinning so it looked like a rectangle building block being thrown and spinning. It spun and flew slowly for about 9, 10 seconds.  I was watching this from my balcony so I had a very clear view.  It was spinning to look as if someone had thrown a very big, very far rectangle and it was actually going very fast and I would be able to tell if I was way closer.Then all of the sudden, it stopped spinning, it was still flying for 3 seconds, then stopped flying also. Since it was sitting there just still and obvious for a couple seconds I wanted to grab my low power telescope as soon as possible. So I got my telescope and came back out.  It was still in this position. So I looked at it through my telescope, and all I saw was the same big gray rectangle but, this magnified, I could see that one corner of it (the top right corner) had a bent, broken off part. I zoomed in and out and if I zoomed out slightly, I couldn&apos;t see the broken off part. It just looked like the rectangle I saw without the telescope.  But through the telescope, as zoomed in as I could possibly get, I could see the faintest yellowish glow around the edges of the rectangle.  There were no sounds or rumbles whatsoever coming from said rectangle(s). Nor any lights.  Just dark gray.I know it had to be something far, far off in the night sky and not some kind of bag or weird toy (they&apos;re making all kinds of weird, powerful kids&apos; toys these days) because even through my telescope it was still far and fuzzy.  And I&apos;ve easily looked at Jupiter through my telescope before.After putting my telescope back down on a chair, I looked back up in the sky and it was gone... poof... just... gone. Very frustrated, I stayed on the balcony looking at the sky. The same thing came again, appearing over some nearby buildings.  But this one (or the same one?) was not spinning, just flying through the sky very slowly. I looked at this one through my telescope and saw nothing.  Not one thing!  So I looked up and it was gone, again.  Weird?  A little creepy.[Conditions at this time were 84*F outside and no clouds in view during this sighting]}"
20100730,7/30/2010,20100731,7/31/2010, Cutler, CA,CA,USA,West, fireball,3-4 minutes,#VALUE!,#VALUE!,#VALUE!,Small fireball shaped object seen flying southeast from Cutler.  No noise.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))}
20100704,7/4/2010,20100704,7/4/2010, Richardton, ND,ND,USA,Midwest, teardrop,3 min.,3,180,short,"My wife and son and I were watching fire works towards the west side of town from the east and we saw a fire shape bell object leave from behind the trees in a slow ascent to the north until it disappeared a couple minutes later another one took the exact same flight path, right now my son banged on the door and another one was going over I got it on video it was to the east of us going north.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))}"
20100704,7/4/2010,20100705,7/5/2010, Auburn, NY,NY,USA,Northeast, triangle,10 sec.,10,10,very short,what I saw was three stars appear in the southern sky over scorpios head and then disappear.I was just looking south at scorpio and all of a sudden three stars appeared  in the shap of a triangle just above scorpios head and then in about 10 or 15 sec.they disappeared. did anyone else see anything that evening? ((name deleted))((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))}
20100703,7/3/2010,20100704,7/4/2010, Bellingham (Sudden Valley), WA,WA,USA,West, light,5 min,5,300,short,"Two lights following each other across the sky.During the Sudden Valley fireworks show there was what appeared to be a satellite traveling from NW  to SE...  Looked like a normal satelite traveling at normal satelite speed but with a consistant brightness (probably because it was just after sunset).  As it passed overhead there was a second much dimmer light following at the exact same speed and in the same direction which was about a thumbs length away with a fully extended arm.  I suspect this was either some sort of satelite array or maybe the ISS and a transport ship?  Have any ideas?  O know the ISS is dues for a delivery.  Definitely sure that is was of this world - just interested to find out what it might have been.((NUFORC Note:  Possibly the ISS, followed by the Russian supply capsule.  PD))}"
19740801,8/1/1974,20100718,7/18/2010, Grafton, MA,MA,USA,Northeast, circle,10 mins.,10,600,long,"Circular silver object with bright lights hovered over our heads at tree top level before whooshing offI was riding with my mother on Millbury St. in Grafton.  I was ten years old. It was just starting to get dark.  The street was a country-type road at the time. We noticed an object in the sky and stopped our vehicle and actually got out of the car as did the people in the car in front of and behind ours.  We all stared up at a circular disk hovering at tree top level.  It was about the size of a station wagon.  It was silver with different colored lights around the perimeter.  It hovered there not making a sound for a few minutes while we watched standing by the sides of our cars. It then just zoomed off at tree top level with a whooshing sound at a very fast, steady speed and disappeared quickly.  We didn&apos;t say a word to the other people watching (which seems odd in retrospect) and got in our car and attempted to follow it.  We actually spotted it again about a mile up the road as it once again zoomed off from a hovering stance.  We never forgot the experience and ! have talked about it for years.((NUFORC Note:  Date is approximate.  PD))}"
20100315,3/15/2010,20100704,7/4/2010, Pensacola, FL,FL,USA,South, light,5 mins,5,300,short,"Dividing Lights Over Pensacola BeachMy family, girlfriend and I were in Pensacola, Fl, for spring break with some family friends.  I had actually just had a conversation a few hours prior with our hosts about UFO sightings and prevalence in the area. That night, my girlfriend and I were sitting on their deck enjoying a romantic evening when 5-6 lights appeared maybe 35 degrees above the horizon.  At first I dismissed it thinking that it was just a group of air planes from the nearby military base, but as we watch the lights go higher in the sky they began to divide into smaller points of light and dramatically change direction.  By now we were curious, knowing that neither of us had seen anything move so quickly and precisely in the sky before.  The lights came closer and closer and were just below cloud level when all of the darting points reconvened and assumed a linear shape.  The lights were at an angle that made it impossible to tell for sure, but it looked almost like a bent line (chevron?) as it veered north.What made it so peculiar and distinctively not an airplane was the in consistency of its movement and the way the lights divided themselves.  I&rsquo;ve never seen anything like it and must say that it was certainly one of the most eye opening experiences I&rsquo;ve ever had.((NUFORC Note:  Date is not indicated by the source of the report.  We have assigned an arbitrary date, until we hear back from the witness.  PD))}"
20100717,7/17/2010,20100716,7/16/2010, St. Cloud, FL,FL,USA,South, fireball,2 min,2,120,short,"I observed an orange, glowing object floating at a low altitude similar to where a helicopter would fly.  The object appeared to be an oval shape and flickered as if it were on fire.  It flew no faster than a hot air balloon and emitted no sound.I first saw the object flying over highway 192 near Wisconsin Avenue in St. Cloud FL. The object proceeded to travel North, North West towards Orlando International Airport; however, appeared to burnout (disappearing into the darkness) before reaching the restricted air space.I work night shift outdoors and am very familiar with normal aircraft and meteors.  This object was definitely not one of those.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))}"
20100730,7/30/2010,20100803,8/3/2010, Enfield, CT,CT,USA,Northeast, changing,30 minutos,30,1800,very long,"cambia   de   forma   y   dura   30   minutosesta  por   4  dias   en  el  mismo    lugar   por  media   hora  ,,,,cambia   de  forma((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))((NUFORC Note:  We suspect a sighting of a celestial body, a star or a planet.  PD))}"
20100707,7/7/2010,20100708,7/8/2010, Kearney, NE,NE,USA,Midwest, light,3 minutes,3,180,short,"Strange light in Kearney, NebraskaAfter July 4th 2010 I have found myself watching the sky a lot more than usual.  And on July 6th at 11:13 Pm My Husband and I noticed a very strange light in the sky moving to the southeast.  It passed underneath an airplane as it was moving.  We noticed it was no further than a half mile in the air and about 5 miles to the north west of us.  It moved very fast and came right over the top of my house. To start off it was a very bright white light.  But the closer it got it seemed to change from white to orange. As it got over my house my husband and I looked up and the light was so bright we could not see past the light to see what it was.  It made no noise at all, which I thought was very strange due to how close it was.  But then the light seemed to fade and what ever it was just disappeared. It was gone by 11:16 pm.  Only lasted 3 minutes but it has really intrigued me. I am going to go by a video camera because it seems as if these sightings are happening more o! ften in this area.  I will be ready if I ever see another one so I can catch it and prove to everyone I am really not losing my mind.}"
20100702,7/2/2010,20100703,7/3/2010, Unadilla, MI,MI,USA,Midwest, formation,10 minutes,10,600,long,"String of Lights over Unadilla MIJuly 2, 2010 Unadilla MI.After coming home from the movies between 10:30 and 11 pm, I was out to close up the chicken coop when I heard a bunch of coyotes yelping out in the woods.  There were getting quite loud and I was saying to myself, sounds like they fighting.  Then all of sudden they quit it and it became very quiet and that&rsquo;s when I noticed some very bright red lights coming up from the tree line in the southeast over Unadilla or Josilin Lake.First, I saw three then six to eight flying like they were attached to each other on a string.   I ran in to get my daughter and wife to see what I was seeing, by then they were higher in the sky (30 to 40 degrees E) when they started to fade into the night sky.  After a moment of two they were all faded.  I waited for another five minutes to see if I could hear any engine noise thinking that they were helicopters the way they were flying.  I was in the Air Force for a few years and this is the only aircraft that could fly in this manner.There were no sounds of any type of aircraft what so ever. I would like to know if anyone else had seen this odd light show.Unadilla, MI.}"
20100805,8/5/2010,20100804,8/4/2010, Walters, OK,OK,USA,South, other,approx. 30 seconds,30,30,very short,"Bright yellow, flowy UFO sighted in Walters, Oklahoma by working mother.I was driving home from work, eastbound towards Temple, OK.  I noticed overhead an object at about my 11 o clock position .  In shape it was somewhat like a spade from a deck of cards but less round. The first thing to come to mind was a phoenix, it was glowing very bright yellow and was flowy like feathers.  It was relatively small about 5 feet wide and 3 feet long.  It remained in that spot in my line of sight for a few seconds, then it simply vanished after turning pale in color, almost white.  After that happened for the rest of the way home,(just about 3.5 more miles), in the sky there were what appeared to be shooting stars going different random directions through the sky.  I saw approx. 10 of these before they stopped completely. This experience was the first I&apos;ve had in Oklahoma since my son and my fiance moved here from Maryland about 5 months ago.  Back in Maryland my fiance and I had separate sightings.  I strongly believe in intelligent life outside of our planet and what I saw tonight backs up my beliefs.}"
20100710,7/10/2010,20100710,7/10/2010, Boynton Beach, FL,FL,USA,South, light,30-40 min,30,1800,very long,"Strange light in Palm Beach CountyI was sitting on my patio having a cigarette when I noticed the brightest star I had ever seen.  The star was a bit strange because it didn&rsquo;t seem to be moving, but every time I would look up it would be within a different proximity of a star which was to it&rsquo;s left.  My co-worker was spending the night, so I called her out because I couldn&rsquo;t believe what I was seeing and I needed witness.  I also called my grandmother.  They both looked at it and told me that it was a typical star, just bright.  My co-worker and I drove across the street to rent a movie.  We were only gone for about 5 to 10 min max.  I went back on the porch and the bright light was now much lower to the ground, but it was still in the west.  I immediately called my grandmother because this was the craziest thing that I&rsquo;ve ever seen.  My grandmother went outside and said that it was unusual how low that star had gone.  She agreed that it couldn&rsquo;t be a star or a plane because it had been stationary for extended periods of time.  My co- worker agreed that this was strange. A few minutes after I called my grandmother to tell her that the light had moved, she called me to tell me that the light had completely disappeared.  I am wondering if there are any other reports on this same event.}"
20100626,6/26/2010,20100726,7/26/2010, Saint John (Canada), NB,NB,Canada,#N/A, sphere,4 minutes,4,240,short,Strange sphere passing through night skyObject went from SW to NE in a straight line it was bright white in color but would fade in and out in short burst like a star entering earths orbit but this object never stop during the time it crossed the sky untill it vanish somewhere in the NE skyline and the object was not traveling at a very high rate of speed.((NUFORC Note:  We cannot certify that this is a serious-minded report.  Souce of report indicates that the date is approximate.  PD))}
20100705,7/5/2010,20100705,7/5/2010, Greensboro, NC,NC,USA,South, disk,15 seconds,15,15,very short,"There were 5 bright lights and it was not making any noise like a plane does.I walked out onto my back porch, and I looked North and I saw a round object with 5 very bright lights, in a T shape, flying South.  It flew over trees, then all of a sudden it seemed to look like it broke apart and disappeared.  The reason I know it was not an airplane is because there were not red blinking lights, and there were more bright lights present on the object than on a plane.}"
20021001,10/1/2002,20100629,6/29/2010, Winslow, AZ,AZ,USA,West, other,15-30 mins,15,900,long,"Silent average-looking airplane hovers over Leupp exit butte on I-40 for 15-30 mins, hundreds of witnesses.Let me start by saying that unfortunately, I am unsure of the date of the incident.  I know this was around the time I earned my driver&rsquo;s license, but the date may be off by a year or so.  Sorry for the inconvenience.At the time, I was living in Winslow AZ, and two friends and I were driving to Flagstaff in the late afternoon to catch a movie.  I was sitting in the back seat, passenger&rsquo;s side. We were traveling west on I-40, coming up on the Leupp exit. This is the first exit after Winslow, traveling west.  At this exit, there is a large butte.  I&rsquo;m not sure how tall the butte is, but here is a link to google maps where you can see the actual google photo of the butte.  There is a car and a couple of road signs in the picture to help with the scale of the photo.http://maps.google.com/?ie=UTF8&amp;ll=35.065833,-110.825272&amp;spn=0,0.084543&amp;z=14&amp;layer=c&amp;cbll=35.069161,-110.834558&amp;panoid=--tNYYmSTeVgXLV4q9Gpgw&amp;cbp=12,0,,0,5  As we approached this exit and butte, we were startled by the sight of what appeared to be a hovering commercial airplane to the right of the car.  Just an average airplane, only without any insignia or markings.  We could clearly see the windows, without people in them.  Not only was it hovering, but it was incredibly low.  Only two or three times the height of the butte off the ground, less than 1000 feet.  There was no sound.Like I said, this took place during the afternoon, and well within the sight of the highway. It was practically hovering over the exit ramp.  There were tons of people pulled over on the side of the road, going in both directions.  They were talking about it, some on their phones, others were taking pictures. We were too scared to stick around to see what would happen next, so we kept driving.  I remember turning around in my seat to watch it out of the back window.  It stayed in the same position until I lost sight of it.How many people must drive on that major interstate in the afternoon on any given day during a 15-30 minute period? My guess is about 500.   Everyone who drove by saw it, it was impossible not to. I&rsquo;m hoping one of those people will remember seeing this too, possible post a picture.  I have never been able to find any documentation of the incident.((NUFORC Note:  Witness indicates that the date of the event is approximate.  PD))}"
20100710,7/10/2010,20100711,7/11/2010, North Attleboro, MA,MA,USA,Northeast, fireball,about 5 minutes,5,300,short,"5 or 6 objects appeared low in the sky as fireballs/dome shaped objectsI had a sighting last night (Saturday, July 10, 2010) in North Attleboro, MA at approx. 10:10 PM E.S.T..  This was also witnessed by my wife and our two sons, and also my friend and his wife (and perhaps his two kids).  We first saw the objects while driving home in our cars from a fireworks event in town.  We were in two separate cars but close to each other.  We were about 1.5 miles away from where the fireworks were when we saw about 5-6 objects low in the sky.  We first saw the objects travelling down Landry Avenue, toward Kelly Boulevard (in North Attleboro), in the vicinity of the Joseph Martin Elementary school.  They appeared to be travelling north to south (or slightly northwest to southeast).  My wife first saw them, as I was driving the car.  I looked over and my initial thought was that whatever they were, it was definitely strange (particularly the brightness and the slow movement of them).  I thought it was a constellation for a split second, but then quickly realized they were too low and too bright to be a constellation.  Again, they were very low in the sky and much brighter than any night star or planet that I&rsquo;ve ever seen.(I should mention that we had a weather cold front move through earlier in the late afternoon that day with heavy rain, so there was still a heavy overcast, although the town fireworks went off as planned.  The cloud ceiling was high enough that the fireworks were visible; no issues there.  There was no rain at the time of this sighting).We proceeded to drive to my house, which was just around the corner.  My friend and his wife were heading to their house, which was some 30 minutes drive away (Northborough, MA).  As I got out of my car, 3 of the objects were almost directly overhead.  My guess is that they were several hundred feet up in the sky, to maybe a thousand feet.  They were all uniformly reddish/orangish and appeared to &quot;shimmer&quot; slightly.  They had the shape of a small dome, and they were fairly large (you didn&rsquo;t have to strain to see them).  They were definitely larger than anything in the sky and symmetrical as best I could tell.  My wife and my two boys witnessed the same thing.  I called my friend on his cell phone and asked if he saw them, and he said he had, and thought they looked really strange.  He was puzzled too.  2 of the 3 objects were very close to each other at one point, with the 3rd one straggling behind.  At one point, the 3rd one seemed to increase its velocity slightly, moving sideways, toward where the other two were.   What I thought was really unique is that they made absolutely no sound.  They kind of hovered, then moved slightly.  I watched them for only about a minute, and then they disappeared into the overcast above.I called the local police and they said they didn&rsquo;t receive any calls; same for the local newspaper, nothing.  North Attleboro is a town of about 30,000 or so, so we&rsquo;re not a rural area; others should also have seen this (particularly with fireworks having just ended and a lot of cars on the road).  Landry Avenue is a main route that took people away from the fireworks, which many people viewed at the High School, also on Landry Avenue.I also sent an email to several friends that are in my section of town to ask them if they saw anything; I haven&rsquo;t received responses back yet, as of this morning.}"
20100712,7/12/2010,20100712,7/12/2010, Annapolis, MD,MD,USA,South, light,~5 Sec,5,5,very short,"Yellow lights in formation; very fast; no soundI observed two lights- yellow in color- from the South East moving North East at an rapid rate.  Appeared to be in formation- separated by about one fist.  Most notably no blinking lights of an aircraft or any sound.  Could not determine altitude.I have 5000 hours flying as a Military Navigator.  These lights were 15 times larger than Venus and I observed them over 55 degrees in my field of view.F-16&apos;s?  No they were not!!  They were smoking fast.Want to go on the record.((NUFORC Note:  We spoke via telephone with this witness, and we believe that he, almost certainly, is an exceptionally capable observer.  PD))}"
20100703,7/3/2010,20100707,7/7/2010, Poplar Grove, IL,IL,USA,Midwest, chevron,5 minutes,5,300,short,waiting for fireworks to begin saw two object flying southeast to northwest}
20100726,7/26/2010,20100727,7/27/2010, Manson, WA,WA,USA,West, teardrop,2.5 minutes,2,120,short,"it was weird and unexplainablea bright red light approached from the nw and came to a stop over lake chelan, reversed direction, performed some complex manuvers [figure eights] stopped again performed a 90 degree turn and headed sw over the lake rising rapidly and disappearing from view in less than 10 seconds [moving very rapidly]. The entire event was soundless from start to finish and lasted approximately 2.5 minutes. At the beginning of the event the object was approx 600 to 1000 ft above ground, after it preformed the manuvers it accelerated and rose rapidly, disappearing sw into the night sky .}"
20100624,6/24/2010,20100702,7/2/2010, Monkton, MD,MD,USA,South, fireball,5 seconds,5,5,very short,"Green fireball to the NorthSitting on the back porch smoking a cigarette, something caught my attention out of the corner of my eye.  I turned to view what I initially thought was a firework, but I was struck by the fact that it was moving diagonally (from right to left) down.Unlike a shooting star that streaks across the sky, this appeared to be a green fireball whose movement was more deliberate and the intensity of the light fluctuated.Full disclosure.  The object was not above the tree line, so I was viewing through a small cluster of trees and didn&rsquo;t get as good a view of it as I would have liked.((NUFORC Note:  Witness indicates that the date of the event is approximate.  PD))}"
20100720,7/20/2010,20100801,8/1/2010, Washington,DC,DC,USA,#N/A, sphere,5 minutes,5,300,short,"Moving star with beam of lightMy wife and I went out to walk the dog.  While out we all saw a slow moving bright star!  I thought it was strange, the dog would not look away, and became agitated afterwards?  But what we think we saw, left us floored!  The damn thing emitted a tube of light.. I think Z saw red lights around it or moving away from it.  My wife does not want to talk or have me make this report, so please do not post my name!  I did not believe in UFO&apos;s until I saw this light! Kirk to Enterprise: Beam me up?((NUFORC Note:  Witness elects to remain semi-anonymous; provides no contact information.  PD))}"
20100709,7/9/2010,20100710,7/10/2010, Vancouver, WA,WA,USA,West,,15-20 seconds,15,15,very short,"Large bright light, west to east, fast.  Vancouver, WA.My wife and I were sitting in our lawn swing last night, between 20:00 and 20:30 hrs.Sky was overcast.  We saw a very large, very bright, white light moving rapidly from west to east. Maybe, a very slight southerly direction.  The light was above the overcast and was out of sight in a very short time.  We didn&apos;t really think anything of it, other than being curious until reading similar reports in our local paper for the night of 07/08/10.((NUFORC Note:  Not ISS, which was visible from Vancouver @ 21:52 hrs.  PD))}"
20100710,7/10/2010,20100711,7/11/2010, Millville, PA,PA,USA,Northeast, formation,1 hour,1,3600,very long,"A formation of red lights seen over Millville PA.I was standing at the only stop light in Millville PA, when i noticed three red lights that were lined up vertically high in the sky.  The red lights closely resembled cell phone tower lights but were far to high and far to be cell phone tower lights.  After about ten minutes the middle light started flickering faster and faster until it fell a short distance then disappeared. I continued watching and after about 5 minutes after the middle light vanished the upper most light began flashing and fell.  The upper most light continued to fall until it reached the bottom light once it arrived directly across form the bottom light the both fell rapidly until they went behind the tree line.Starting at midnight millville pa. put on a fireworks show which was located in the opposite direction of the lights seen.Approximately one third of the way through the fireworks show (20 minutes) my girlfriend and I started walking to the car, back in the direction of the stop light where they were originally seen.  I looked to my right and i seen two red lights in the sky much bigger and closer then the first time.  The red lights were moving away from the fireworks going towards their original spot.  The lights were moving horizontally and in a strange fashion.  The one in front would move a bit then stop as the one behind would move the same amount before stopping and the front one move again.The movement was much like that of an inch worm.  Once the lights arrived back at the place where i first seen them they stopped and just hovered untill they gradually faded away.I believe that they were nor still but moving in the direction away from earth causing the illusion of stillness and them fading out of sight.There was a family of 3 and two crossing guards which i know saw the lights along with me and my girlfriend.}"
20090415,4/15/2009,20100723,7/23/2010, Jefferson, GA,GA,USA,South, egg,1 minute,1,60,very short,"I WAS OUTSIDE WATCHING A THUNDERSTORM.  IT WAS SCATTERED DARK CLOUDS SO THE SUN WAS STILL VISIBLE.  I TURN TO MY RIGHT AFTER A LIGHTNING STRIKE, AND I SEE AN OBJECT FLYING INTO THE STORM CLOUD.  THEN ABOUT 5 SECONDS LATER, IT WENT BACKWARDS OUT OF THE CLOUD.  IT HAD 2 SECTIONS.  BOTH WERE SILVER &amp; EGG SHAPED.  BUT THEY WERE NOT THE SAME SIZE.  1 WAS BIG AND THE OTHER WAS HALF THE SIZE. THEY WERE SEPERATED BY WHAT I CAN ONLY DESCRIBE AS A SHORT BLACK TUBE.  IF THERE ARE OTHERS WHO HAVE SEEN THIS, PLEASE SAY SOMETHING.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  Date is approximate.  PD))}"
20100705,7/5/2010,20100712,7/12/2010, Goochland, VA,VA,USA,South, light,7 seconds,7,7,very short,"Bright light over Goochland VAI saw a bright light directly above,   About as bright as a plane looks when it is heading towards you with the full headlights on.  This was directly above and very bright white light and was very high, it was too slow to be a shooting star.  I saw it for several seconds then it disappeared.  I looked for a shape going over the strs but there was nothing.((NUFORC Note:  Source of information elects to remain totally anonymous; provides no contact information.  One of several anonymous reports from same anonymous source.  PD))}"
20100704,7/4/2010,20100706,7/6/2010, Clear Creek East Resort, NE,NE,USA,Midwest, sphere,1 hour,1,3600,very long,"About every 5 min. or so a orange/red light moved from North to South all following same flight pattern and speed. Im sure others around very small lake could see them also.  They would not show up on my cell video for some reason??  But very bright and large.  Also my son and friends during this time were in York, NE, and witnessed 2 of the same thing.}"
20100714,7/14/2010,20100714,7/14/2010, Surprise, AZ,AZ,USA,West, other,30 seconds,30,30,very short,"9:10 PM in Surprise AZ.   I saw what I thought was a Cresant moon, then realized it was to small to be the moon.  It was bright Gold, almost like a harvest moon. Within 30 seconds it started to fade and then vanished.  I am not sure if it was a UFO, but it was very strange, I really think others must have seen it.((NUFORC Note:  Witness elects to remain totally anonymous; provides little contact information.  PD))}"
20100718,7/18/2010,20100719,7/19/2010, Orange, CA,CA,USA,West, other,5 minutes,5,300,short,"Bright white object very large that traveled in the sky unbelievably fast in many different directions.I went into the backyard just after midnight to take clothes out of dryer.  I looked up at the sky and spotted what I thought was a shooting star.  I was very bright and falling very quickly.  It suddenly stopped and started to fade away.  As it faded away, I saw what looked like 3 red lights in a triangle formation.  Then the white lights got very bright again and looked like LED lights.  When lit fully it almost looked like an X, but curved.  It looked far away but very big, probably the size of a large plane.  It moved faster then anything that I could imagine.  I watched it go from one part of the sky to another in seconds.  It continued to fade away and I would see the red lights again and then get very bright white again.  I really can&rsquo;t stress the speed that it was traveling and the size of it.  There is no way that something that large should be able to move that fast.  After 4 minutes I decided to run in and grab my video camera.  I was able to get a! bout 45 seconds of it on film and it does show the speed that the object moved at.  It went up and down and across and zig-zag. I still don&rsquo;t know what exactly I saw, but I do know that there was something physically out there.}"
